,Unique_Id,Location,Tansaction_Type,Property_Type,Address,Bedrooms,Bathrooms,Price,Description,Listing_Date,Agent,Listing_Source,listing_URL
0,WC2BS00001OM,WC2B,Sales,2 bedroom apartment for sale,"Newton Street, Covent Garden, WC2B",2,2,"£2,400,000","Newton Street, Covent Garden, WC2B. 2 bedroom apartment for sale",OnTheMarket > 14 days,Winkworth - West End,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2b/?view=grid
1,WC2BS00002OM,WC2B,Sales,1 bedroom flat for sale,Martlett Court,1,1,"£2,500,000",Martlett Court. 1 bedroom flat for sale,OnTheMarket < 7 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2b/?view=grid
2,WC2BS00003OM,WC2B,Sales,2 bedroom apartment for sale,"Newton Street, Covent Garden, WC2B",2,2,"£5,450,000","Newton Street, Covent Garden, WC2B. 2 bedroom apartment for sale",OnTheMarket > 14 days,Winkworth - West End,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2b/?page=1&view=grid
3,WC2BS00004OM,WC2B,Sales,3 bedroom penthouse for sale,"Parker Street, Covent Garden, WC2B",3,3,"£2,500,000","Parker Street, Covent Garden, WC2B. 3 bedroom penthouse for sale",OnTheMarket > 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2b/?page=1&view=grid
4,WC2BS00005OM,WC2B,Sales,1 bedroom apartment for sale,"Parker Street, Covent Garden, WC2B",1,1,"£2,400,000","Parker Street, Covent Garden, WC2B. 1 bedroom apartment for sale",OnTheMarket > 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2b/?page=1&view=grid
5,WC2BS00006OM,WC2B,Sales,2 bedroom apartment for sale,"Parker Street, Covent Garden, WC2B",2,2,"£2,830,000","Parker Street, Covent Garden, WC2B. 2 bedroom apartment for sale",OnTheMarket > 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2b/?page=1&view=grid
6,WC2ES00001OM,WC2E,Sales,2 bedroom apartment for sale,6 Exchange Court,2,2,"£1,075,000",6 Exchange Court. 2 bedroom apartment for sale,OnTheMarket < 7 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2e/?view=grid
7,WC2ES00002OM,WC2E,Sales,2 bedroom apartment for sale,"Floral Street, Covent Garden, WC2E",2,2,"£1,100,000","Floral Street, Covent Garden, WC2E. 2 bedroom apartment for sale",Reduced < 7 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2e/?view=grid
8,WC2ES00003OM,WC2E,Sales,2 bedroom apartment for sale,"Exchange Court, Covent Garden WC2R",2,2,"£995,000","Exchange Court, Covent Garden WC2R. 2 bedroom apartment for sale",OnTheMarket > 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2e/?page=1&view=grid
9,WC2ES00004OM,WC2E,Sales,3 bedroom flat for sale,"Bedford Street, London",3,3,"£4,995,000","Bedford Street, London. 3 bedroom flat for sale",OnTheMarket > 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2e/?page=1&view=grid
10,WC2ES00005OM,WC2E,Sales,1 bedroom apartment for sale,"Exchange Court, Covent Garden WC2R",1,2,"£1,350,000","Exchange Court, Covent Garden WC2R. 1 bedroom apartment for sale",OnTheMarket > 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2e/?page=1&view=grid
11,WC2ES00006OM,WC2E,Sales,1 bedroom apartment for sale,"Tavistock Street, Covent Garden WC2",1,1,"£1,500,000","Tavistock Street, Covent Garden WC2. 1 bedroom apartment for sale",OnTheMarket > 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2e/?page=1&view=grid
12,WC2HS00001OM,WC2H,Sales,1 bedroom flat for sale,"Fielding Court, 28 Earlham Street, London",1,1,"£700,000","Fielding Court, 28 Earlham Street, London. 1 bedroom flat for sale",OnTheMarket > 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2h/?view=grid
13,WC2HS00002OM,WC2H,Sales,1 bedroom flat for sale,"Macklin Street, WC2B, Covent Garden, London, WC2B",1,1,"£3,500,000","Macklin Street, WC2B, Covent Garden, London, WC2B. 1 bedroom flat for sale",OnTheMarket > 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2h/?view=grid
14,WC2HS00003OM,WC2H,Sales,2 bedroom apartment for sale,"Central St Giles, London, WC2H",2,1,"£2,000,000","Central St Giles, London, WC2H. 2 bedroom apartment for sale",OnTheMarket > 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2h/?view=grid
15,WC2HS00004OM,WC2H,Sales,2 bedroom flat for sale,"New Oxford Street, London",2,1,"£5,450,000","New Oxford Street, London. 2 bedroom flat for sale",OnTheMarket > 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2h/?view=grid
16,WC2HS00005OM,WC2H,Sales,2 bedroom apartment for sale,"Shaftesbury Avenue, London, W1D",2,1,"£2,500,000","Shaftesbury Avenue, London, W1D. 2 bedroom apartment for sale",OnTheMarket > 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2h/?view=grid
17,WC2HS00006OM,WC2H,Sales,3 bedroom flat for sale,"Centre Point Residences, 103 New Oxford Street, London, WC1A",3,,"£1,350,000","Centre Point Residences, 103 New Oxford Street, London, WC1A. 3 bedroom flat for sale",OnTheMarket > 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2h/?page=1&view=grid
18,WC2NS00001OM,WC2N,Sales,1 bedroom apartment for sale,"Aria House, 23 Craven Street, London, WC2N",1,1,"£825,000","Aria House, 23 Craven Street, London, WC2N. 1 bedroom apartment for sale",OnTheMarket > 14 days,Savills - Mayfair,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2n/?view=grid
19,WC2NS00002OM,WC2N,Sales,2 bedroom apartment for sale,"Maiden Lane, Covent Garden, London, WC2E",2,2,"£900,000","Maiden Lane, Covent Garden, London, WC2E. 2 bedroom apartment for sale",Reduced < 7 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2n/?view=grid
20,WC2NS00003OM,WC2N,Sales,2 bedroom flat for sale,"Craigs Court, SW1A, Westminster, London, SW1A",2,2,"£1,250,000","Craigs Court, SW1A, Westminster, London, SW1A. 2 bedroom flat for sale",OnTheMarket > 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2n/?view=grid
21,WC2NS00004OM,WC2N,Sales,3 bedroom apartment for sale,"Gatti House, Covent Garden, WC2R",3,4,"£1,100,000","Gatti House, Covent Garden, WC2R. 3 bedroom apartment for sale",OnTheMarket > 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2n/?view=grid
22,WC2NS00005OM,WC2N,Sales,2 bedroom apartment for sale,"Spring Gardens, London, SW1A",2,2,"£600,000","Spring Gardens, London, SW1A. 2 bedroom apartment for sale",OnTheMarket > 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2n/?view=grid
23,WC2NS00006OM,WC2N,Sales,2 bedroom apartment for sale,"John Adam Street, Covent Garden, WC2N",2,,"£1,500,000","John Adam Street, Covent Garden, WC2N. 2 bedroom apartment for sale",OnTheMarket > 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2n/?view=grid
24,WC2NS00007OM,WC2N,Sales,2 bedroom flat for sale,"John Adam House, 17-19 John Adam Street, London",2,2,"£825,000","John Adam House, 17-19 John Adam Street, London. 2 bedroom flat for sale",OnTheMarket > 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2n/?view=grid
25,WC2NS00008OM,WC2N,Sales,2 bedroom flat for sale,"John Adam House, 17-19 John Adam Street, London",2,2,"£1,250,000","John Adam House, 17-19 John Adam Street, London. 2 bedroom flat for sale",OnTheMarket > 14 days,Chestertons - Covent Garden,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2n/?page=1&view=grid
26,WC2RS00001OM,WC2R,Sales,3 bedroom apartment for sale,"Essex Street, London, WC2R",3,3,"£2,750,000","Essex Street, London, WC2R. 3 bedroom apartment for sale",OnTheMarket < 14 days,Savills - Clerkenwell,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2r/?view=grid
27,WC2RS00002OM,WC2R,Sales,2 bedroom apartment for sale,6 Exchange Court,2,2,"£2,750,000",6 Exchange Court. 2 bedroom apartment for sale,OnTheMarket < 7 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2r/?view=grid
28,WC2RS00003OM,WC2R,Sales,2 bedroom apartment for sale,"Maiden Lane, Covent Garden, London, WC2E",2,2,"£1,075,000","Maiden Lane, Covent Garden, London, WC2E. 2 bedroom apartment for sale",Reduced < 7 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2r/?view=grid
29,WC2RS00004OM,WC2R,Sales,1 bedroom flat for sale,"Strand, The Strand, London, WC2R",1,1,"£1,680,000","Strand, The Strand, London, WC2R. 1 bedroom flat for sale",Reduced < 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2r/?view=grid
30,WC2RS00005OM,WC2R,Sales,1 bedroom apartment for sale,"The Little Adelphi, John Adam Street WC2",1,1,"£2,500,000","The Little Adelphi, John Adam Street WC2. 1 bedroom apartment for sale",OnTheMarket > 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2r/?page=1&view=grid
31,WC2RS00006OM,WC2R,Sales,2 bedroom apartment for sale,"Exchange Court, Covent Garden WC2",2,2,"£1,075,000","Exchange Court, Covent Garden WC2. 2 bedroom apartment for sale",OnTheMarket > 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2r/?page=1&view=grid
32,WC2RS00007OM,WC2R,Sales,2 bedroom apartment for sale,"Strand, London, WC2R",2,2,"£995,000","Strand, London, WC2R. 2 bedroom apartment for sale",OnTheMarket > 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2r/?page=1&view=grid
33,WC2RS00008OM,WC2R,Sales,1 bedroom flat for sale,"Clement House, 190 Strand, Covent Garden, London, WC2R",1,1,"£2,750,000","Clement House, 190 Strand, Covent Garden, London, WC2R. 1 bedroom flat for sale",OnTheMarket > 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2r/?page=1&view=grid
34,WC2RS00009OM,WC2R,Sales,3 bedroom apartment for sale,"Gladstone House, 190 Strand London WC2R",3,3,"£2,195,000","Gladstone House, 190 Strand London WC2R. 3 bedroom apartment for sale",OnTheMarket > 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2r/?page=1&view=grid
35,WC2RS00010OM,WC2R,Sales,1 bedroom flat for sale,"190 Strand, WC2R 1AB",1,1,"£2,600,000","190 Strand, WC2R 1AB. 1 bedroom flat for sale",OnTheMarket > 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2r/?page=1&view=grid
36,WC2RS00011OM,WC2R,Sales,1 bedroom apartment for sale,"The Piazza Residences, Bull Inn Court, WC2R",1,1,"£850,000","The Piazza Residences, Bull Inn Court, WC2R. 1 bedroom apartment for sale",OnTheMarket > 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2r/?page=1&view=grid
37,WC2RS00012OM,WC2R,Sales,1 bedroom apartment for sale,"Savoy House, 190 Strand, WC2R",1,1,"£1,500,000","Savoy House, 190 Strand, WC2R. 1 bedroom apartment for sale",OnTheMarket > 14 days,,OnTheMartket,https://www.onthemarket.com/for-sale/property/wc2r/?page=1&view=grid
